ecosystem_type,data_type,year,var,group,old_var,value,units,panel_label
stream,frx_basin_dsch,1998,disch,Total_FRX_basin,FRX_Q_x10e6,514.3047677,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,1999,disch,Total_FRX_basin,FRX_Q_x10e6,822.7798888,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2000,disch,Total_FRX_basin,FRX_Q_x10e6,470.5591428,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2001,disch,Total_FRX_basin,FRX_Q_x10e6,413.8338253,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2002,disch,Total_FRX_basin,FRX_Q_x10e6,5563.05938,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2003,disch,Total_FRX_basin,FRX_Q_x10e6,842.3311476,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2004,disch,Total_FRX_basin,FRX_Q_x10e6,735.7252072,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2005,disch,Total_FRX_basin,FRX_Q_x10e6,1733.657677,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2006,disch,Total_FRX_basin,FRX_Q_x10e6,1870.999506,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2007,disch,Total_FRX_basin,FRX_Q_x10e6,1221.676428,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2008,disch,Total_FRX_basin,FRX_Q_x10e6,979.9524391,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2009,disch,Total_FRX_basin,FRX_Q_x10e6,4032.767759,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2010,disch,Total_FRX_basin,FRX_Q_x10e6,1040.199696,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2011,disch,Total_FRX_basin,FRX_Q_x10e6,3847.375408,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2012,disch,Total_FRX_basin,FRX_Q_x10e6,1699.198473,10^6 m3/s,Annual Streamflow
stream,frx_basin_dsch,2013,disch,Total_FRX_basin,FRX_Q_x10e6,1387.508107,10^6 m3/s,Annual Streamflow
stream,stream_mat_biomass,1988,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1989,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1990,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1991,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1992,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1993,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1994,AFDM,black,Black mat AFDM,29.54,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1995,AFDM,black,Black mat AFDM,25.46,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1996,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1997,AFDM,black,Black mat AFDM,18.88,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1998,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1999,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2000,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2001,AFDM,black,Black mat AFDM,20.58,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2002,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2003,AFDM,black,Black mat AFDM,10.26,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2004,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2005,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2006,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2007,AFDM,black,Black mat AFDM,15.73,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2008,AFDM,black,Black mat AFDM,13.39,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2009,AFDM,black,Black mat AFDM,,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2010,AFDM,black,Black mat AFDM,19.37,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2011,AFDM,black,Black mat AFDM,33.32,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2012,AFDM,black,Black mat AFDM,20.78,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,2013,AFDM,black,Black mat AFDM,26.08,mg/cm2,Nostoc sp. (AFDM)
stream,stream_mat_biomass,1988,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1989,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1990,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1991,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1992,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1993,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1994,AFDM,orange,Orange mat AFDM,18.82,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1995,AFDM,orange,Orange mat AFDM,16.03,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1996,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1997,AFDM,orange,Orange mat AFDM,8.83,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1998,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,1999,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2000,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2001,AFDM,orange,Orange mat AFDM,17,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2002,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2003,AFDM,orange,Orange mat AFDM,5.63,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2004,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2005,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2006,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2007,AFDM,orange,Orange mat AFDM,4.96,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2008,AFDM,orange,Orange mat AFDM,9.76,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2009,AFDM,orange,Orange mat AFDM,,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2010,AFDM,orange,Orange mat AFDM,4.16,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2011,AFDM,orange,Orange mat AFDM,14.74,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2012,AFDM,orange,Orange mat AFDM,10.1,mg/cm2,Phormidium sp. (AFDM)
stream,stream_mat_biomass,2013,AFDM,orange,Orange mat AFDM,11.05,mg/cm2,Phormidium sp. (AFDM)
lake,underwater_par,1988,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1989,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1990,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1991,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1992,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1993,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1994,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1995,uw_par,ELB,ELB UwPAR,8.34805,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1996,uw_par,ELB,ELB UwPAR,4.157709677,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1997,uw_par,ELB,ELB UwPAR,6.4249,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1998,uw_par,ELB,ELB UwPAR,7.023387097,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1999,uw_par,ELB,ELB UwPAR,4.643419355,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2000,uw_par,ELB,ELB UwPAR,2.589903226,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2001,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2002,uw_par,ELB,ELB UwPAR,3.089419355,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2003,uw_par,ELB,ELB UwPAR,1.752935484,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2004,uw_par,ELB,ELB UwPAR,8.011193548,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2005,uw_par,ELB,ELB UwPAR,3.223354839,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2006,uw_par,ELB,ELB UwPAR,6.65383871,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2007,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2008,uw_par,ELB,ELB UwPAR,11.64745161,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2009,uw_par,ELB,ELB UwPAR,,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2010,uw_par,ELB,ELB UwPAR,8.427483871,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2011,uw_par,ELB,ELB UwPAR,6.375,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2012,uw_par,ELB,ELB UwPAR,4.661709677,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,2013,uw_par,ELB,ELB UwPAR,3.428612903,µmol photons/m2/s,Underwater PAR East L Bonney
lake,underwater_par,1988,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1989,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1990,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1991,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1992,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1993,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1994,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1995,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1996,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1997,uw_par,WLB,WLB UwPAR,3.89,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1998,uw_par,WLB,WLB UwPAR,0.55,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,1999,uw_par,WLB,WLB UwPAR,1.84,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2000,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2001,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2002,uw_par,WLB,WLB UwPAR,3.11,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2003,uw_par,WLB,WLB UwPAR,2.25,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2004,uw_par,WLB,WLB UwPAR,7.98,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2005,uw_par,WLB,WLB UwPAR,2.03,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2006,uw_par,WLB,WLB UwPAR,5.91,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2007,uw_par,WLB,WLB UwPAR,5.96,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2008,uw_par,WLB,WLB UwPAR,4.89,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2009,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2010,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2011,uw_par,WLB,WLB UwPAR,,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2012,uw_par,WLB,WLB UwPAR,3.4,µmol photons/m2/s,Underwater PAR West L Bonney
lake,underwater_par,2013,uw_par,WLB,WLB UwPAR,2.39,µmol photons/m2/s,Underwater PAR West L Bonney
climate,climate_data,1988,O3,CLIMATE,Ozone Hole Data in MCM area,241.5435,DUs,Ozone Hole
climate,climate_data,1989,O3,CLIMATE,Ozone Hole Data in MCM area,343.9891,DUs,Ozone Hole
climate,climate_data,1990,O3,CLIMATE,Ozone Hole Data in MCM area,273.9674,DUs,Ozone Hole
climate,climate_data,1991,O3,CLIMATE,Ozone Hole Data in MCM area,239.9457,DUs,Ozone Hole
climate,climate_data,1992,O3,CLIMATE,Ozone Hole Data in MCM area,295.8696,DUs,Ozone Hole
climate,climate_data,1993,O3,CLIMATE,Ozone Hole Data in MCM area,278.5543,DUs,Ozone Hole
climate,climate_data,1994,O3,CLIMATE,Ozone Hole Data in MCM area,295.3871,DUs,Ozone Hole
climate,climate_data,1995,O3,CLIMATE,Ozone Hole Data in MCM area,259.5636,DUs,Ozone Hole
climate,climate_data,1996,O3,CLIMATE,Ozone Hole Data in MCM area,,DUs,Ozone Hole
climate,climate_data,1997,O3,CLIMATE,Ozone Hole Data in MCM area,248.7286,DUs,Ozone Hole
climate,climate_data,1998,O3,CLIMATE,Ozone Hole Data in MCM area,238.8395,DUs,Ozone Hole
climate,climate_data,1999,O3,CLIMATE,Ozone Hole Data in MCM area,214.6761,DUs,Ozone Hole
climate,climate_data,2000,O3,CLIMATE,Ozone Hole Data in MCM area,235.011,DUs,Ozone Hole
climate,climate_data,2001,O3,CLIMATE,Ozone Hole Data in MCM area,309.9783,DUs,Ozone Hole
climate,climate_data,2002,O3,CLIMATE,Ozone Hole Data in MCM area,235.2418,DUs,Ozone Hole
climate,climate_data,2003,O3,CLIMATE,Ozone Hole Data in MCM area,322.8791,DUs,Ozone Hole
climate,climate_data,2004,O3,CLIMATE,Ozone Hole Data in MCM area,265.9302,DUs,Ozone Hole
climate,climate_data,2005,O3,CLIMATE,Ozone Hole Data in MCM area,287.463,DUs,Ozone Hole
climate,climate_data,2006,O3,CLIMATE,Ozone Hole Data in MCM area,283.9109,DUs,Ozone Hole
climate,climate_data,2007,O3,CLIMATE,Ozone Hole Data in MCM area,235.4247,DUs,Ozone Hole
climate,climate_data,2008,O3,CLIMATE,Ozone Hole Data in MCM area,263.3146,DUs,Ozone Hole
climate,climate_data,2009,O3,CLIMATE,Ozone Hole Data in MCM area,239.4843,DUs,Ozone Hole
climate,climate_data,2010,O3,CLIMATE,Ozone Hole Data in MCM area,272.8112,DUs,Ozone Hole
climate,climate_data,2011,O3,CLIMATE,Ozone Hole Data in MCM area,232.3202,DUs,Ozone Hole
climate,climate_data,2012,O3,CLIMATE,Ozone Hole Data in MCM area,253.7371,DUs,Ozone Hole
climate,climate_data,2013,O3,CLIMATE,Ozone Hole Data in MCM area,327.3364,DUs,Ozone Hole
climate,climate_data,1988,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.2387,SON,AAO
climate,climate_data,1989,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.8673,SON,AAO
climate,climate_data,1990,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.1957,SON,AAO
climate,climate_data,1991,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.4207,SON,AAO
climate,climate_data,1992,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.6467,SON,AAO
climate,climate_data,1993,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.0793,SON,AAO
climate,climate_data,1994,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.711,SON,AAO
climate,climate_data,1995,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.7727,SON,AAO
climate,climate_data,1996,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.4197,SON,AAO
climate,climate_data,1997,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.6717,SON,AAO
climate,climate_data,1998,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.7927,SON,AAO
climate,climate_data,1999,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.365,SON,AAO
climate,climate_data,2000,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.8473,SON,AAO
climate,climate_data,2001,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-1.0143,SON,AAO
climate,climate_data,2002,AAO,CLIMATE,Antarctic Oscillation Index (AAO),1.1447,SON,AAO
climate,climate_data,2003,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-1.4507,SON,AAO
climate,climate_data,2004,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.3533,SON,AAO
climate,climate_data,2005,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.01,SON,AAO
climate,climate_data,2006,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.093,SON,AAO
climate,climate_data,2007,AAO,CLIMATE,Antarctic Oscillation Index (AAO),0.2187,SON,AAO
climate,climate_data,2008,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.4623,SON,AAO
climate,climate_data,2009,AAO,CLIMATE,Antarctic Oscillation Index (AAO),1.1737,SON,AAO
climate,climate_data,2010,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.6157,SON,AAO
climate,climate_data,2011,AAO,CLIMATE,Antarctic Oscillation Index (AAO),1.0843,SON,AAO
climate,climate_data,2012,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.59,SON,AAO
climate,climate_data,2013,AAO,CLIMATE,Antarctic Oscillation Index (AAO),-0.5277,SON,AAO
soil,freeze_thaw_cycles,1996,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),41, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,1997,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),35, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,1998,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),48, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,1999,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),36, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2000,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),48, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2001,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),77, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2002,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),33, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2003,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),37, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2004,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),32, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2005,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),39, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2006,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),38, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2007,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),49, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2008,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),37, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2009,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),51, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2010,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),31, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2011,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),48, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2012,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),49, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
soil,freeze_thaw_cycles,2013,FTC,SOIL,SOIL Freeze-Thaw Cycles (FTCs),46, -2.5 threshold total FTC days,Soil Freeze-Thaw Cycles
